이름,WAR,game,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷출루,피사구,피고의사구,피삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,WPA,Position,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,피2타,피3타,피홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,Salary
윤석원,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,Pitcher,21.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,24.0,17.0,12.0,110.0,29.0,5.0,0.0,2.0,8.0,1.0,0.0,8.0,0.0,1.0, 4.50 , 4.73 , 1.54 , 91.3 , 86.2 ,3000.0
우강훈,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,Pitcher,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,29.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0, 6.00 , 4.28 , 1.67 , 69.3 , 97.6 ,3000.0
신헌민,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,Pitcher,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,8.0,62.0,19.0,6.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0, 6.00 , 4.44 , 2.08 , 69.8 , 95.2 ,3000.0
김건국,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,Pitcher,6.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,16.0,12.0,12.0,70.0,18.0,6.0,1.0,0.0,4.0,0.0,1.0,9.0,0.0,0.0, 6.75 , 3.26 , 1.38 , 61.2 , 127.4 ,6000.0
김민수,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,Pitcher,14.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,10.0,10.0,58.0,17.0,5.0,2.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0, 6.92 , 4.98 , 1.69 , 61.0 , 83.3 ,3000.0
김민수,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,Pitcher,14.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,10.0,10.0,58.0,17.0,5.0,2.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0, 6.92 , 4.98 , 1.69 , 61.0 , 83.3 ,6200.0
김민수,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,Pitcher,14.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,10.0,10.0,58.0,17.0,5.0,2.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0, 6.92 , 4.98 , 1.69 , 61.0 , 83.3 ,5300.0
김민수,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,Pitcher,14.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,10.0,10.0,58.0,17.0,5.0,2.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0, 6.92 , 4.98 , 1.69 , 61.0 , 83.3 ,11500.0
슐서,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,Pitcher,9.0,0.0,0.0,9.0,1.0,7.0,0.0,0.0,49.2,32.0,31.0,221.0,66.0,9.0,1.0,6.0,14.0,1.0,0.0,35.0,0.0,2.0, 5.62 , 4.39 , 1.61 , 75.2 , 94.8 ,3000.0
장세진,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.0,2.0,8.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0, 13.50 , 16.19 , 3.00 , 30.8 , 24.6 ,3000.0
최충연,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,Pitcher,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,8.0,5.0,47.0,10.0,1.0,0.0,3.0,7.0,0.0,3.0,8.0,1.0,0.0, 4.82 , 9.12 , 1.82 , 87.8 , 46.4 ,4500.0
박진,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,29.0,7.0,2.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0, 9.00 , 9.44 , 2.80 , 46.2 , 43.2 ,3100.0
조성훈,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,Pitcher,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,5.0,5.0,34.0,10.0,1.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0, 6.43 , 4.87 , 2.00 , 65.1 , 85.7 ,3000.0
김태오,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,6.0,6.0,35.0,10.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0, 7.36 , 3.85 , 1.91 , 57.3 , 108.5 ,3400.0
박명근,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,Pitcher,57.0,0.0,0.0,1.0,4.0,3.0,5.0,9.0,51.1,31.0,29.0,236.0,49.0,9.0,1.0,4.0,28.0,2.0,6.0,40.0,0.0,1.0, 5.08 , 4.77 , 1.50 , 80.3 , 85.6 ,3000.0
김정우,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,Pitcher,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,7.0,7.0,38.0,11.0,2.0,0.0,1.0,7.0,0.0,0.0,6.0,0.0,0.0, 9.45 , 6.74 , 2.70 , 43.1 , 59.5 ,3000.0
김호준,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,16.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0, 12.00 , 10.44 , 2.33 , 33.9 , 37.8 ,3000.0
김서준,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,Pitcher,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.2,6.0,6.0,39.0,9.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,3.0, 7.04 , 6.05 , 1.96 , 60.1 , 68.2 ,3000.0
진승현,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,Pitcher,24.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,27.2,20.0,18.0,129.0,34.0,3.0,0.0,2.0,16.0,3.0,0.0,25.0,0.0,1.0, 5.86 , 3.98 , 1.81 , 71.1 , 102.4 ,3000.0
오상원,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,Pitcher,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,11.0,11.0,74.0,18.0,5.0,1.0,0.0,9.0,0.0,3.0,7.0,0.0,0.0, 6.60 , 4.91 , 1.80 , 62.2 , 84.2 ,3000.0
윤산흠,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,18.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0, 6.00 , 7.44 , 3.00 , 69.2 , 55.8 ,3100.0
류희운,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,20.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0, 11.25 , 6.19 , 2.00 , 36.9 , 67.1 ,3300.0
제환유,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,14.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0, 13.50 , 7.44 , 3.50 , 30.2 , 55.7 ,3000.0
와이드너,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,Pitcher,21.0,0.0,0.0,20.0,7.0,5.0,0.0,0.0,115.0,65.0,58.0,495.0,112.0,22.0,0.0,7.0,40.0,1.0,6.0,99.0,0.0,3.0, 4.54 , 3.69 , 1.32 ,  ,  ,3000.0
이채호,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,Pitcher,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.2,19.0,19.0,110.0,26.0,6.0,0.0,6.0,9.0,0.0,3.0,8.0,0.0,1.0, 6.93 , 7.42 , 1.42 , 60.9 , 55.8 ,3000.0
장민재,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.54,Pitcher,25.0,0.0,0.0,13.0,3.0,8.0,0.0,1.0,69.0,46.0,37.0,308.0,79.0,13.0,2.0,12.0,22.0,2.0,5.0,61.0,0.0,5.0, 4.83 , 5.02 , 1.46 , 86.0 , 82.7 ,7600.0
나원탁,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0, 40.50 , 24.44 , 6.00 , 10.3 , 16.1 ,3100.0
박세웅,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,6.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0, 27.00 , 33.44 , 6.00 , 15.7 , 12.8 ,3300.0
박세웅,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,6.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0, 27.00 , 33.44 , 6.00 , 15.7 , 12.8 ,26000.0
김주온,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0, 81.00 , 15.44 , 9.00 , 5.2 , 27.4 ,3000.0
김시현,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,17.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0, 12.00 , 12.78 , 2.67 , 35.3 , 33.6 ,3300.0
이준호,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,Pitcher,17.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,31.2,22.0,17.0,144.0,32.0,4.0,1.0,3.0,15.0,0.0,4.0,19.0,0.0,2.0, 4.83 , 5.27 , 1.48 , 86.2 , 79.7 ,3000.0
장지수,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,11.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0, 18.00 , 6.44 , 3.00 , 23.1 , 64.5 ,3200.0
이승진,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0, 0.00 , 9.44 , 3.00 ,  , 43.8 ,11000.0
김유성,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,Pitcher,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,7.0,7.0,38.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,6.0,0.0,3.0, 9.95 , 11.34 , 2.84 , 40.9 , 35.1 ,3000.0
최이준,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,Pitcher,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,22.0,22.0,143.0,37.0,11.0,3.0,1.0,21.0,1.0,0.0,20.0,0.0,4.0, 6.83 , 4.58 , 2.00 , 60.9 , 90.2 ,3000.0
장원준,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,Pitcher,11.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,41.0,27.0,24.0,183.0,53.0,8.0,2.0,4.0,11.0,0.0,2.0,24.0,0.0,2.0, 5.27 , 4.49 , 1.56 , 77.3 , 89.4 ,5000.0
조이현,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,Pitcher,18.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,35.0,27.0,26.0,170.0,61.0,14.0,1.0,3.0,6.0,0.0,2.0,17.0,1.0,1.0, 6.69 , 4.27 , 1.91 , 63.2 , 97.3 ,6500.0
윤명준,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.07,Pitcher,21.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,19.1,14.0,14.0,98.0,31.0,3.0,1.0,4.0,10.0,2.0,4.0,11.0,0.0,5.0, 6.52 , 6.86 , 2.12 , 63.8 , 58.9 ,14000.0
김기훈,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99,Pitcher,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.1,22.0,16.0,156.0,28.0,6.0,1.0,0.0,37.0,1.0,2.0,26.0,1.0,5.0, 4.60 , 5.42 , 2.07 , 89.9 , 76.7 ,4000.0
배민서,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,Pitcher,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,8.0,5.0,34.0,10.0,5.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0, 6.75 , 3.59 , 1.80 , 61.7 , 115.9 ,3100.0
김건희,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,14.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0, 22.50 , 19.44 , 4.00 , 18.3 , 20.4 ,3000.0
이충호,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,Pitcher,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,9.0,9.0,41.0,12.0,0.0,0.0,2.0,5.0,0.0,1.0,7.0,0.0,0.0, 9.35 , 6.90 , 1.96 , 44.4 , 60.2 ,3200.0
곽도규,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,Pitcher,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,11.0,11.0,61.0,14.0,2.0,0.0,0.0,10.0,0.0,2.0,14.0,0.0,1.0, 8.49 , 4.13 , 2.06 , 48.7 , 100.7 ,3000.0
김대현,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,5.0,4.0,22.0,8.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0, 10.80 , 8.24 , 3.00 , 37.8 , 48.5 ,3000.0
이영하,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15,Pitcher,36.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,39.1,27.0,24.0,184.0,40.0,9.0,1.0,2.0,21.0,1.0,4.0,28.0,0.0,2.0, 5.49 , 4.51 , 1.55 , 74.2 , 90.5 ,16000.0
노건우,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,Pitcher,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.1,11.0,10.0,65.0,22.0,3.0,0.0,3.0,5.0,0.0,1.0,12.0,0.0,1.0, 7.30 , 6.12 , 2.19 , 58.0 , 69.4 ,5800.0
이민호,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,Pitcher,5.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,19.2,13.0,11.0,91.0,22.0,4.0,0.0,1.0,10.0,0.0,0.0,7.0,0.0,0.0, 5.03 , 4.92 , 1.63 , 81.1 , 83.4 ,9800.0
이민호,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,Pitcher,5.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,19.2,13.0,11.0,91.0,22.0,4.0,0.0,1.0,10.0,0.0,0.0,7.0,0.0,0.0, 5.03 , 4.92 , 1.63 , 81.1 , 83.4 ,10000.0
한현희,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.78,Pitcher,38.0,0.0,0.0,18.0,6.0,12.0,0.0,3.0,104.0,69.0,63.0,476.0,123.0,20.0,4.0,11.0,44.0,1.0,11.0,74.0,0.0,6.0, 5.45 , 4.95 , 1.61 , 76.3 , 82.5 ,25000.0
이원재,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,Pitcher,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0, 27.00 , 12.44 , 6.00 , 15.1 , 33.3 ,3000.0
최성훈,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,17.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0, 15.00 , 3.11 , 2.67 , 27.2 , 133.6 ,10500.0
양현,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.25,Pitcher,54.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,57.0,38.0,32.0,262.0,83.0,9.0,2.0,5.0,21.0,1.0,0.0,16.0,1.0,0.0, 5.05 , 5.07 , 1.83 , 81.3 , 80.4 ,10000.0
정구범,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,Pitcher,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,12.2,11.0,11.0,64.0,16.0,3.0,0.0,3.0,12.0,0.0,0.0,6.0,0.0,0.0, 7.82 , 8.42 , 2.21 , 53.3 , 50.2 ,3000.0
임준섭,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,41.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,32.2,25.0,21.0,155.0,44.0,6.0,0.0,1.0,19.0,1.0,1.0,26.0,0.0,2.0, 5.79 , 3.99 , 1.93 , 72.3 , 104.9 ,4000.0
박윤철,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,8.0,8.0,20.0,5.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0, 21.60 , 15.14 , 3.00 , 19.2 , 27.5 ,3200.0
이형범,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,Pitcher,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.2,23.0,20.0,134.0,40.0,10.0,0.0,2.0,12.0,0.0,3.0,13.0,0.0,2.0, 6.51 , 5.07 , 1.88 , 62.6 , 80.0 ,8100.0
허윤동,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,Pitcher,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.2,12.0,12.0,60.0,16.0,7.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0, 10.13 , 5.32 , 2.63 , 41.8 , 77.5 ,4700.0
김재영,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,Pitcher,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,40.0,13.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0, 10.13 , 6.94 , 1.88 , 41.0 , 60.0 ,5500.0
송영진,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,Pitcher,17.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,47.1,35.0,30.0,220.0,46.0,9.0,1.0,3.0,31.0,0.0,2.0,38.0,2.0,8.0, 5.70 , 4.75 , 1.63 , 73.4 , 88.6 ,3000.0
박준영,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,9.0,9.0,23.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0, 18.69 , 5.75 , 2.31 , 22.2 , 72.1 ,7000.0
박준영,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,9.0,9.0,23.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0, 18.69 , 5.75 , 2.31 , 22.2 , 72.1 ,3000.0
장필준,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,Pitcher,17.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,19.1,17.0,17.0,96.0,28.0,5.0,3.0,2.0,12.0,0.0,2.0,11.0,0.0,0.0, 7.91 , 5.82 , 2.07 , 53.5 , 71.8 ,12000.0
김진욱,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,Pitcher,50.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,36.1,27.0,26.0,177.0,37.0,6.0,1.0,4.0,29.0,0.0,2.0,35.0,0.0,3.0, 6.44 , 5.51 , 1.82 , 64.6 , 74.4 ,5100.0
이지강,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,Pitcher,22.0,0.0,0.0,12.0,2.0,5.0,0.0,2.0,68.0,45.0,30.0,299.0,60.0,9.0,0.0,4.0,28.0,0.0,9.0,38.0,0.0,3.0, 3.97 , 4.72 , 1.29 , 102.8 , 86.7 ,3000.0
정성곤,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,Pitcher,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,9.0,5.0,29.0,8.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0, 10.38 , 12.90 , 3.46 , 40.3 , 33.3 ,7500.0
딜런,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,Pitcher,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,9.0,8.0,45.0,10.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0, 8.00 , 7.55 , 1.67 , 50.9 , 52.5 ,3000.0
한승혁,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.69,Pitcher,21.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,36.1,27.0,26.0,176.0,48.0,9.0,0.0,3.0,21.0,0.0,3.0,28.0,0.0,4.0, 6.44 , 4.96 , 1.90 , 64.5 , 83.8 ,5300.0
이종민,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,Pitcher,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,13.2,13.0,11.0,72.0,22.0,7.0,0.0,0.0,6.0,0.0,1.0,10.0,0.0,0.0, 7.24 , 3.52 , 2.05 , 56.7 , 117.1 ,3000.0
강재민,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03,Pitcher,43.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,43.1,31.0,31.0,189.0,35.0,10.0,1.0,5.0,19.0,0.0,8.0,42.0,0.0,0.0, 6.44 , 4.87 , 1.25 , 64.5 , 85.2 ,15000.0
황동하,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,Pitcher,13.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,31.1,25.0,23.0,149.0,35.0,6.0,3.0,5.0,21.0,0.0,1.0,19.0,0.0,1.0, 6.61 , 6.41 , 1.79 , 62.5 , 64.0 ,3000.0
이영준,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,Pitcher,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,4.0,4.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0, 21.60 , 5.24 , 3.00 , 19.0 , 79.0 ,6000.0
문경찬,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,Pitcher,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0, 27.00 , 20.94 , 3.00 , 15.4 , 18.7 ,9000.0
강효종,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,Pitcher,7.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,21.2,18.0,15.0,103.0,25.0,3.0,0.0,1.0,12.0,0.0,2.0,14.0,1.0,0.0, 6.23 , 4.69 , 1.71 , 65.5 , 87.5 ,3000.0
김서현,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,Pitcher,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.1,20.0,18.0,114.0,22.0,4.0,2.0,1.0,23.0,1.0,7.0,26.0,1.0,3.0, 7.25 , 5.59 , 2.02 , 57.2 , 74.3 ,3000.0
하영민,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.94,Pitcher,57.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,52.1,36.0,27.0,247.0,67.0,8.0,4.0,4.0,25.0,3.0,1.0,51.0,0.0,6.0, 4.64 , 3.81 , 1.76 , 88.4 , 106.4 ,4000.0
이태연,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,Pitcher,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,10.0,10.0,37.0,12.0,3.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,0.0, 15.88 , 9.09 , 3.71 , 26.2 , 45.0 ,3000.0
최영환,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,Pitcher,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,14.0,11.0,54.0,15.0,8.0,0.0,0.0,7.0,0.0,1.0,7.0,0.0,0.0, 9.90 , 4.44 , 2.20 , 42.0 , 93.9 ,4700.0
남지민,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.29,Pitcher,16.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,37.2,31.0,27.0,186.0,54.0,12.0,0.0,0.0,13.0,1.0,6.0,23.0,0.0,3.0, 6.45 , 3.66 , 1.78 , 64.4 , 113.6 ,3300.0
소형준,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,Pitcher,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,14.0,14.0,59.0,22.0,4.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,2.0, 11.45 , 5.53 , 2.27 , 36.9 , 75.0 ,20000.0
주승우,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,Pitcher,11.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,16.0,18.0,17.0,90.0,20.0,7.0,0.0,1.0,21.0,0.0,2.0,8.0,0.0,3.0, 9.56 , 7.57 , 2.56 , 42.9 , 54.2 ,3000.0
